	pub_type	alt_people_text	name	pub_year	pub_journal	pub_vol	pub_issue	page_start	page_end	abstract	citations	download_link
	2	V. Kumar, U.S. Dixit and J. Zhang	Determination of thermal conductivity, absorptivity and heat transfer coefficient during Laser-based manufacturing	2019	Measurement	131	January	319	328		0	
	2	V. Kumar, U.S. Dixit and J. Zhang	Determination of thermal conductivity, absorpitivity and heat transfer coefficient during laser-based manufacturing	2019	Measurement	131		319	328		0	
	2	P.P. Gudur and U.S. Dixit	A combined finite element and finite difference analysis of cold flat rolling	2008	Transaction of ASME, Journal of Manufacturing Science and Engineering	130	-	1	6		0	
	2	M. Karthikeyan, R. Tiwari and S. Talukdar	Development of a Novel Algorithm for a Crack Detection, Localization and Sizing in a Beam based on Forced Response Measurements.	2008	Transactions of ASME, Journal of Vibration and Acoustics	130	2	021002-1	14		12	
	2	A. Panda, J. S. Rapur and R. Tiwari	Prediction of Flow Blockages and Impending Cavitation in Centrifugal Pumps using Support Vector Machine (SVM) Algorithms Based on Vibration Measurements	2018	Measurement	130		44	56		0	
	2	A. Panda, J. S. Rapur and R. Tiwari	Prediction of Flow Blockages and Impending Cavitation in Centrifugal Pumps using Support Vector Machine (SVM) Algorithms Based on Vibration Measurements	2018	Measurement	130		44	56		0	
	2	A.K. Saha, K. Muralidhar and G. Biswas	Investigation of Two-and Three Dimensional Models of Transitional Flow Past a Square Cylinder	2003	Journal of Engineering Mechanics (ASCE)	129	-	1320	1329		3	
	2	M. Karthikeyan, R. Tiwari and S. Talukdar	Development of a Technique to Locate and Quantify a Beam Crack Based on Modal Parameters	2007	Transactions of ASME, Journal of Vibration and Acoustics	129	3	390	395		6	
	2	K. Arul Prakash, G. Biswas and B.V. Rathish Kumar	Numerical Prediction of Fluid Flow and Heat Transfer in the Target System of an Axisymmetric Accelerator Driven Subcritical System	2007	Journal of Heat Transfer (ASME)	129	-	582	588		2	
	2	A. K. De and A. Dalal	Numerical Study of Laminar Forced Convection Fluid Flow and Heat Transfer From a Triangular Cylinder Placed in a Channel	2007	Journal of Heat Transfer-Transactions of the ASME	129	5	646	656		15	
	2	P. Kalita, A.K. Dass	A diffusion-regulated scheme for the compressible Navier-Stokes equations using a boundary-layer sensor	2016	Computer and Fluids	129		91	100		0	
	2	Subham, Saikia, A., Dalal, A., and Pati, S.	Thermo-hydraulic Transport Characteristics of Non-Newtonian Fluid Flows Through Corrugated Channels	2018	International Journal of Thermal Sciences	129		201	208		0	
	2	Chilaka Ravi Chandra Rao, Hakeem Niyas, Muthukumar P	Performance Tests on Lab–scale Sensible Heat Storage Prototypes.	2018	Applied Thermal Engineering	129		953	967		0	
	2	Mishra NK, Muthukumar P	Development and Testing of Energy Efficient and Environment Friendly Porous Radiant Burner Operating on Liquefied Petroleum Gas.	2018	Applied Thermal Engineering	129		482	489		0	
	2	Chilaka Ravi Chandra Rao, Hakeem Niyas, P Muthukumar	Performance tests on lab–scale sensible heat storage prototypes	2018	Applied Thermal Engineering	129		953	967		0	
	2	Niraj Kumar Mishra, P Muthukumar	Development and testing of energy efficient and environment friendly porous radiant burner operating on liquefied petroleum gas	2018	Applied Thermal Engineering	129		482	489		0	
	2	Rai, S., Saikia, A., Dalal, A., and Pati, S.	Thermo-hydraulic Transport Characteristics of Non-Newtonian Fluid Flows Through Corrugated Channels	2018	International Journal of Thermal Sciences	129		201	208		0	
	2	Chilaka Ravi Chandra Rao, Hakeem Niyas, P Muthukumar	Performance tests on lab?scale sensible heat storage prototypes	2018	Applied Thermal Engineering	129		953	967		0	
	2	Niraj Kumar Mishra, P Muthukumar	Development and testing of energy efficient and environment friendly porous radiant burner operating on liquefied petroleum gas	2018	Applied Thermal Engineering	129		482	489		0	
	2	Chilaka Ravi Chandra Rao, Hakeem Niyas, P Muthukumar	Performance tests on lab–scale sensible heat storage prototypes	2018	Applied Thermal Engineering	129		953	967		0	
	2	S. R. Deepak and A. Ghosal	A note on the diagonalizability and the jordan form of the 4 x 4 homogeneous transformation matrix	2006	Journal of Mechanical Design	128	6	1343	1348		0	
	2	S. K. Kakoty and V. K. Roy	Bulk Reaction Modeling of Sound Propagation Through Circular Dissipative Ducts Backed by an Air Gap	2006	Journal of Vibration and Acoustics, Transactions of the ASME	128	6	699	704		3	
	2	Dalal, A., and Das, M. K.	Natural Convection in a Cavity with a Wavy Wall Heated from Below and Uniformly Cooled from the Top and Both Sides	2006	ASME Journal of Heat Transfer	128	7	717	725		17	
	2	U.S. Dixit, R. Kumar and S.K. Dwivedy	Shape optimization of flexible robotic manipulators	2006	ASME Journal of Mechanical Design	128	-	559	565		9	
	2	S. Sarkar, S. Ganguly, G. Biswas and P. Saha	Effect of cylinder rotation during mixed convective flow of nanofluids past a circular cylinder	2016	Computers and Fluids	127		47	64		0	
	2	Parag K. Talukdar, Vinayak Kulkarni, Ujjwal K. Saha	Field-testing of model helical-bladed hydrokinetic turbines for small-scale power generation	2018	Renewable Energy	127		158	167		0	
	2	Borgohain, P., Choudhary, D., Dalal, A., and Natarajan, G.	Numerical Investigation of Mixing Enhancement for Multi-species Flows in Wavy Channels	2018	Chemical Engineering & Processing: Process Intensification	127		191	205		0	
	2	P. K. Talukdar, V. Kulkarni and U. K. Saha	Field testing of model helical-bladed hydrokinetic turbine for small-scale power generation	2018	Renewable Energy	127		158	167		0	
	2	Borgohain, P., Choudhary, D., Dalal, A., and Natarajan, G.	Numerical Investigation of Mixing Enhancement for Multi-species Flows in Wavy Channels	2018	Chemical Engineering & Processing: Process Intensification	127		191	205		0	
	2	P. K. Talukdar, V. Kulkarni and U. K. Saha	Field testing of model helical-bladed hydrokinetic turbine for small-scale power generation	2018	Renewable Energy	127		158	167		0	
	2	A.K. Saha, K. Muralidhar,and G. Biswas	Transition and Chaos in Two-Dimensional Flow Past a Square Cylinder	2000	Journal of Engineering Mechanics (ASCE)	126	-	523	532		28	
	2	G. Biswas, M. Breuer and F. Durst	Backward-Facing Step Flows for Various Expansion Ratios at Low and Moderate Reynolds Numbers	2004	Journal of Fluids Engineering (ASME)	126	-	362	374		61	
	2	D. Agarwal, S.W.J. Welch, G. Biswas, and F. Durst	Planar Simulation of Bubble Growth in Film Boiling in Near-Critical Water Using a Variant of the VOF Method	2004	Journal of Heat Transfer (ASME)	126	-	329	338		30	
	2	De, A. K, and Dalal, A.	Numerical Study of Forced Convection Fluid Flow and Heat Transfer from a Triangular Cylinder Placed in a Channel	2007	ASME Journal of Heat Transfer	126	5	646	656		15	
	2	R. Singh, A. Sasmal and S.C. Mishra	Nanoparticle mediated transmittance signals from pulsed laser irradiated cancerous lung as a function of respiration	2015	Optik - International Journal for Light and Electron Optics	126	4	5605	5609		0	
	2	Parmananda, M., Dalal, A., and Natarajan, G.	Unified Framework for Buoyancy Induced Radiative-convective Flow and Heat Transfer on Hybrid Unstructured Meshes	2018	International Journal of Heat and Mass Transfer	126		908	925		0	
	2	Parmananda, M., Dalal, A., and Natarajan, G.	Unified Framework for Buoyancy Induced Radiative-convective Flow and Heat Transfer on Hybrid Unstructured Meshes	2018	International Journal of Heat and Mass Transfer	126		908	925		0	
	2	A.K. Saha, G. Biswas, and K. Muralidhar	Influence of Inlet Shear on the Structure of Wake behind a Square Cylinder	1999	Journal of Engineering Mechanics (ASCE)	125	-	359	363		13	
	2	S. Tiwari, G. Biswas, P.L.N. Prasad and S. Basu	Numerical Prediction of Flow and Heat Transfer in a Rectangular Channel with a Built-in Circular Tube	2003	Journal of Heat Transfer (ASME)	125	-	413	421		22	
	2	K.K. Gajrani, S. Suresh and M.R. Sankar	Environmental friendly hard machining performance of uncoated and MoS2 coated mechanical micro-textured tungsten carbide cutting tools	2018	Tribology International	125		141	155		0	
	2	R. Sarma, A. Nath, T. Konwar, P. K. Mondal, S. Wongwises	Thermo-hydrodynamics of a viscoelastic fluid under asymmetrical heating	2018	International Journal of Heat and Mass Transfer	125		515	524		0	
	2	R. Sarma, A. Nath, T. Konwar, P. K. Mondal, S. Wongwises	Thermo-hydrodynamics of a viscoelastic fluid under asymmetrical heating	2018	International Journal of Heat and Mass Transfer	125		515	524		0	
	2	K.K. Gajrani, S. Suresh and M.R. Sankar	Environmental friendly hard machining performance of uncoated and MoS2 coated mechanical micro-textured tungsten carbide cutting tools	2018	Tribology International	125		141	155		0	
	2	H. Chattopadhyay, G. Biswas, and N.K. Mitra	Heat Transfer from a Moving Surface due to Impinging Slot Jets	2002	Journal of Heat Transfer (ASME)	124	-	433	440		3	
	2	MSA Kumar, S Panda and D Chakraborty	Design and analysis of a smart graded fiber-reinforced composite laminated plate	2015	Composite Structures	124		176	195		0	
	2	Bhadauriya, S., Kapadia, H., Dalal, A., and Sarkar, S.	Effect of channel confinement on wake dynamics and forced convective heat transfer past a blunt headed cylinder	2018	International Journal of Thermal Sciences	124		467	476		0	
	2	Bhadauriya, S., Kapadia, H., Dalal, A., and Sarkar, S.	Effect of Channel Confinement on Wake Dynamics and Forced Convective Heat Transfer Past a Blunt Headed Cylinder	2018	International Journal of Thermal Sciences	124		467	476		0	
	2	A.K. Saha, G. Biswas, and K. Muralidhar	Two-Dimensional Study of the Turbulent Wake Behind a Square Cylinder Subject to Uniform Shear	2001	Journal of Fluids Engineering (ASME)	123	-	595	603		20	
	2	U.S. Dixit and P.M. Dixit	Application of fuzzy set theory in scheduling of tandem rolling mills	2000	ASME J. Manufact. Sci. Engng	122	-	494	500		10	
	2	S. K. Kakoty and B. C. Majumdar	Effect of Fluid Inertia on Stability of Oil Journal Bearings	2000	Journal of Tribology	122	4	741	745		8	
	2	Randive, P., Dalal, A., and Mukherjee, P. P.	Mesoscopic Modeling of Capillarity-induced Two-phase Transport in a Microfluidic Porous Structure	2018	Transport in Porous Media	122	3	673	691		0	
	2	Sandeep Singh, R. Tiwari	Model Based Identification of Crack and Bearing Dynamic Parameters In Flexible Rotor Systems Supported with an Auxillary Active Magnetic Bearing	2018	Mechanisn and Machine Theory	122	https://doi.org/10.1016/j.mechmachtheory.2018.01.006	292	307		0	
	2	Randive, P., Dalal, A., and Mukherjee, P. P.	Mesoscopic Modeling of Capillarity-induced Two-phase Transport in a Microfluidic Porous Structure	2018	Transport in Porous Media	122	3	673	691		0	
	2	Sandeep Singh, R. Tiwari	Model Based Identification of Crack and Bearing Dynamic Parameters In Flexible Rotor Systems Supported with an Auxillary Active Magnetic Bearing	2018	Mechanisn and Machine Theory	122	https://doi.org/10.1016/j.mechmachtheory.2018.01.006	292	307		0	
	2	U.S. Dixit, P.S. Robi, D.K. Sharma	A systematic Procedure for the Design of a Cold Rolling Mill	2002	J. of Material processing Technology	121	1	69	76		1	
	2	Kiran Naik B, Muthukumar P	A Novel Approach for Performance Assessment of Mechanical Draft Wet Cooling Towers,	2017	Applied Thermal Engineering	121		14	26		0	
	2	Parmananda, M., Dalal, A., and Natarajan, G.	The Influence of Partitions on Predicting Heat Transfer due to the Combined Effects of Convection and Thermal Radiation in Cubical Enclosures	2018	International Journal of Heat and Mass Transfer	121		1179	1200		0	
	2	D. G. Gunjo, P. Mahanta and P. S. Robi	Melting enhancement of a latent heat storage with dispersed Cu, CuO and Al2O3 nanoparticles for solar thermal applications	2018	Renewable Energy. 121C (2018)pp: 652-665.	121		652	665		0	
	2	G Bolar, A Das, SN Joshi	Measurement and analysis of cutting force and product surface quality during end-milling of thin-wall components	2018	Measurement	121		190	204		0	
	2	Deb, S., Tammi, K., Kalita, K. and Mahanta, P.,	Impact of Electric Vehicle Charging Station Load on Distribution Network.	2018	Renewable Energy	121		652	665		0	
	2	Parmananda, M., Dalal, A., and Natarajan, G.	The Influence of Partitions on Predicting Heat Transfer due to the Combined Effects of Convection and Thermal Radiation in Cubical Enclosures	2018	International Journal of Heat and Mass Transfer	121		1179	1200		0	
	2	G Bolar, A Das, SN Joshi	Measurement and analysis of cutting force and product surface quality during end-milling of thin-wall components	2018	Measurement	121		190	204		0	
	2	D. G. Gunjo, P. Mahanta and P. S. Robi	Melting enhancement of a latent heat storage with dispersed Cu, CuO and Al2O3 nanoparticles for solar thermal applications	2018	Renewable Energy. 121C (2018)pp: 652-665.	121		652	665		0	
	2	Deb, S., Tammi, K., Kalita, K. and Mahanta, P.,	Impact of Electric Vehicle Charging Station Load on Distribution Network.	2018	Renewable Energy	121		652	665		0	
	2	C. Subramanian and S. Senthilvelan	Short-term Flexural Creep Behavior and Model Analysis of a Glass-fiber-reinforced Thermoplastic Composite Leaf spring	2011	Journal of Applied Polymer Science	120	6	3689	3686		0	
	2	Lakshmia DVN, Muthukumar P, Apurba Layek, Nayak PK Energy Storage.Renewable Energy 120 (2018) 23-34.	Drying Kinetics and Quality Analysis of Black Turmeric (Curcuma Caesia) Drying in a Mixed Mode Forced Convection Solar Dryer Integrated with Thermal Energy storage	2018	Renewable Energy	120		23	34		0	
	2	DVN Lakshmi, P Muthukumar, Apurba Layek, Prakash Kumar Nayak	Drying kinetics and quality analysis of black turmeric (Curcuma caesia) drying in a mixed mode forced convection solar dryer integrated with thermal energy storage	2018	Renewable Energy	120		23	34		0	
	2	DVN Lakshmi, P Muthukumar, Apurba Layek, Prakash Kumar Nayak	Drying kinetics and quality analysis of black turmeric (Curcuma caesia) drying in a mixed mode forced convection solar dryer integrated with thermal energy storage	2018	Renewable Energy	120		23	34		0	
	2	H. Gaikwad, D.N. Basu, P.K. Mondal	Non-linear Drag Induced Irreversibility Minimization in a Viscous Dissipative Flow Through a Micro-porous Channel	2017	Energy	119		588	600		0	
	2	Poonam Kumari, S. Behera	Three-dimensional free vibration analysis of levy-type laminated plates using multi-term extended Kantorovich method	2017	Composites Part B: Engineering	116		224	238		0	
	2	S. Peter and A. K. De	Wake instability modes for forced transverse oscillation of a sphere	2016	Ocean Engineering	115		48	59		0	
	2	K. Saikia, M. Pandey, D.N. Basu	Numerical investigation of the effect of inlet subcooling on flow instabilities in a parallel channel natural circulation boiling system	2019	Nuclear Engineering and Design	114		13	21		0	
	2	S.C. Mishra and R.R. Vernekar	Analysis of transport of collimated radiation in a participating media using the lattice Boltzmann method	2012	Journal of Quantitative Spectroscopy and Radiative Transfer	113	-	2088	2099		1	
	2	S. K. Kakoty and V. K. Roy	Bulk Reaction Modeling of Lined Ducts With And Without Mean Flow	2002	Journal of the Acoustical Society of America	112	1	75	83		8	
	2	S.C. Mishra and Ch. Hari Krishna	Analysis of radiative transport in a cylindrical enclosure - an application of the modified discrete ordinate method	2011	Journal of Quantitative Spectroscopy and Radiative Transfer	112	-	1065	1081		8	
	2	P. Muthukumar, Shyamkumar	Development of a novel porous radiant burner for LPG cooking applications	2013	Fuel	112	-	562	566		0	
	2	D. Shankar, M. Pandey, D.N. Basu	Parametric effects on coupled neutronic-thermohydraulic stability characteristics of supercritical water cooled reactor	2018	Annals of Nuclear Energy	112	Feb 2018	120	131		0	
	2	D. Shankar, M. Pandey, D.N. Basu	configurations	2018	Annals of Nuclear Energy	112	2018-02-01	120	131		0	
	2	H. Sarangi, K.S.R.K. Murthy and D. Chakraborty	Experimental verification of optimal strain gage locations for the accurate determination of mode I stress intensity factors	2013	Engineering Fracture Mechanics	110	-	189	200		0	
	2	L. Hauchhum, P. Mahanta, J.De Wilde	Capture of CO2 from Flue Gas onto Coconut Fibre-Based Activated Carbon and Zeolites in a Fixed Bed	2015	Transport in Porous Media	110	3	503	519		0	
	2	R. Das, S.C. Mishra, M. Ajith and R. Uppaluri	An inverse analysis of a transient 2-D conduction-radiation problem using the lattice Boltzmann method and the finite volume method coupled with the genetic algorithm	2008	Journal of Quantitative Spectroscopy and Radiative Transfer	109	11	2060	2077		21	
	2	R. Muthukumaran and S.C. Mishra	Thermal signatures of a localized inhomogeneity in a 2D participating medium subjected to an ultra-fast step-pulse laser wave	2008	Journal of Quantitative Spectroscopy and Radiative Transfer	109	-	705	726		14	
	2	Srivastava, H., Dalal, A., Sahu, K. C., and Biswas, G.	Temporal Linear Stability Analysis of an Entry Flow in a Channel with Viscous Heating	2017	International Journal of Heat and Mass Transfer	109		922	929		0	
	2	Kiran Naik B, Choudhary V, Muthukumar P, Somayaji, C	Performance Assessment of a Counter Flow Cooling Tower – Unique Approach	2017	,Energy Procedia	109		243	252		0	
	2	Kiran Naik B, Muthukumar P	Empirical correlation based models for estimation of air cooled and water cooled condenser’s performance.	2017	Energy Procedia	109		293	305		0	
	2	Lakshmia DVN, Apurba Layek, Muthukumar, P	Performance Analysis of Trapezoidal Corrugated Solar Air Heater with Sensible Heat Storage Material.	2017	Energy Procedia	109		463	470		0	
	2	Muthukumar, P and Lakshmia DVN	Nucleation Enhancement Studies on Aqueous Salt Solutions.	2017	Energy Procedia	109		174	180		0	
	2	K.S.R.K. Murthy and M Mukhopadhyay	Adaptive finite element analysis of mixed-mode fracture problems containing multiple crack-tips with an automatic mesh generator	2001	International Journal of Fracture	108	-	251	274		4	
	2	Parmananda, M., Khan, S., Dalal, A., and Natarajan, G.	Critical Assessment of Numerical Algorithms for Convective-Radiative Heat Transfer in Enclosures with Different Geometries	2017	International Journal of Heat and Mass Transfer	108	11	627	644		0	
	2	H. Gaikwad, P. K. Mondal, S. Wongwises	Non-linear drag induced entropy generation analysis in a microporous channel: The effect of conjugate heat transfer	2017	International Journal of Heat Mass Transfer	108		2217	2228		0	
	2	Singh S. S., Baruah P. K., Khare A. and Joshi S. N.	Incubation studies and the threshold for surface damage and cavity formation in the processing of polycarbonate by Nd:YAG laser	2018	Optics and Laser Technology	108		592	601		0	
	2	Singh S. S., Baruah P. K., Khare A. and Joshi S. N.	Incubation studies and the threshold for surface damage and cavity formation in the processing of polycarbonate by Nd:YAG laser	2018	Optics and Laser Technology	108		592	601		0	
	2	P.R. Parida, R. Raj, Amit Prasad and S.C. Mishra	Solidification of a semitransparent planar layer subjected to radiative and convective cooling	2007	Journal of Quantitative Spectroscopy and Radiative Transfer	107	-	226	235		12	
	2	P. Kumari, S Kapuria, RKND Rajapakse	Three-dimensional extended Kantorovich solution for Levy-type rectangular laminated plates with edge effects	2013	Composite Structure	107	1	167	176		0	
	2	M. Sharma, S. C. Mishra, P. Mahanta	Effect of burner configuration and operating parameters on the performance of kerosene pressure stove with submerged porous medium combustion	2016	Applied Thermal Engineering	107		516	523		0	
	2	M. Krishnani, D.N. Basu	Computational Stability Appraisal of Rectangular Natural Circulation Loop: Effect of Loop Inclination	2017	Annals of Nuclear Energy	107		17	30		0	
	2	V. Kumar and U.S. Dixit	A model for the estimation of hardness of laser bent strips	2018	Optics and Laser Technology	107		491	499		0	
	2	V. Kumar and U.S. Dixit	A model for the estimation of hardness of laser bent strips	2018	Optics and Laser Technology	107		491	499		0	
	2	Jitendra Kumar Patel and Ganesh Natarajan	A generic framework for design of interface capturing schemes for multi-fluid flows	2014	Computers and Fluids	106		108	118		0	
	2	Manik, J., Dalal, A., and Natarajan, G.	A Generic Algorithm for Three-dimensional Multi-phase Flows on Unstructured Meshes	2018	International Journal of Multiphase Flow	106		228	242		0	
	2	A. Iqbal, M. Pandey	Effect of local thermophysical propertiesand flashing on ow boiling pressure drop in microchannels	2018	International Journal of Multiphase Flow	106		311	324		0	
	2	R. S. Srinivas, R. Tiwari and Ch. K. Babu	Application of Active Magnetic Bearings in Flexible Rotordynamic Systems - A State-of-the-Art Review	2018	Mechanical Systems and Signal Processing	106		537	572		0	
	2	Manik, J., Dalal, A., and Natarajan, G.	A Generic Algorithm for Three-dimensional Multi-phase Flows on Unstructured Meshes	2018	International Journal of Multiphase Flow	106		228	242		0	
	2	R. S. Srinivas, R. Tiwari and Ch. K. Babu	Application of Active Magnetic Bearings in Flexible Rotordynamic Systems - A State-of-the-Art Review	2018	Mechanical Systems and Signal Processing	106		537	572		0	
	2	Rabha DK, Muthukumar P, Somayaji C	Experimental Investigation of Thin Layer Drying Kinetics of Ghost Chill Pepper (Capsicum Chinense Jacq.) Dried in a Forced Convection Solar Tunnel Dryer.	2016	Renewable Energy	105		583	589		0	
	2	Rabha DK, Muthukumar P, Somayaji C	Energy and exergy analyses of the solar drying processes of Ghost Chilli Pepper and Ginger.	2016	Renewable Energy	105		764	773		0	
	2	M.Krishnani	On the Validity of Boussinesq Approximation in Transient Simulation of Single-phase Natural Circulation Loops	2016	International Journal of Thermal Sciences	105		224	232		0	
	2	Rabha DK, Muthukumar P, Somayaji C	Energy and exergy analyses of the solar drying processes of Ghost Chilli Pepper and Ginger.	2017	Renewable Energy	105		764	773		0	
	2	Rabha, DK, Muthukumar P	Experimental Investigation of Thin Layer Drying Kinetics of Ghost Chill Pepper (Capsicum Chinense Jacq.) Dried in a Forced Convection Solar Tunnel Dryer.	2017	Renewable Energy	105		583	589		0	
	2	Chandan Kumar, Manas Das, C.P. Paul, K.S. Bindra	Comparison of bead shape, microstructure and mechanical properties of ﬁber laser beam welding of 2 mm thick plates of Ti-6Al-4V alloy	2018	Optics and Laser Technology	105		306	321		0	
	2	P. Dinesh, M.R. Behera, P.G. Ranjith, N. Muthu	An element-free Galerkin method using vertically averaged multiphase flow model for carbon sequestration	2018	Computers and Geotechnics	105		195	210		0	
	2	Chandan Kumar, Manas Das, C.P. Paul, K.S. Bindra	Comparison of bead shape, microstructure and mechanical properties of ?ber laser beam welding of 2 mm thick plates of Ti-6Al-4V alloy	2018	Optics and Laser Technology	105		306	321		0	
	2	P. Saha, G. Biswas, A.C. Mandal and S. Sarkar	Investigation of coherent structures in a turbulent channel with built-in longitudinal vortex generators	2017	International Journal of Heat and Mass Transfer	104		178	198		0	
	2	S. Agarwal, N. Sahoo and R.K. Singh	Experimental techniques for thermal product determination of coaxial surface junction thermocouples during short duration transient measurements	2016	International Journal of Heat and Mass Transfer	103		327	335		0	
	2	M. Sharma, P. Mahanta, S. C. Mishra	Usability of porous burner in kerosene pressure stove: An experimental investigation aided by energy and exergy analyses	2016	Energy	103		251	260		0	
	2	Bipul Das, Sukhomay Pal and Swarup Bag	Design and Development of force and torque measurement setup for real time monitoring of friction stir welding process	2017	Measurement	103		186	198		0	
	2	N.A. Krishna and S.C. Mishra	The discrete transfer method applied to the radiative heat transfer in a variable refractive index semitransparent medium	2006	Journal of Quantitative Spectroscopy and Radiative Transfer	102	-	432	440		26	
	2	Randive, P., and?Dalal, A.	Influence of viscosity ratio and wettability on droplet displacement behavior: A mesoscale analysis	2014	Computers and Fluids	102		15	31		0	
	2	S.C. Mishra, H.K. Roy and N. Misra	Discrete ordinate method with a new and a simple quadrature scheme	2006	Journal of Quantitative Spectroscopy and Radiative Transfer	101	2	249	262		33	
	2	A. Sinha, H. Chattopadhyay, A. K. Iyengar, G. Biswas	Enhancement of heat transfer in a fin-tube heat exchanger using rectangular winglet type vortex generators	2016	International Journal of Heat and Mass Transfer	101		667	681		0	
	2	J. Ravi, S. Nidhan, N. Muthu, S.K. Maiti	Analytical and Experimental studies on detection of longitudinal, L and T shaped cracks in Isotropic and Bi-material beams based on changes in natural frequency	2018	Mechanical Systems and Signal Processing	101		67	96		0	
	2	J. Ravi, S. Nidhan, N. Muthu, S.K. Maiti.	Analytical and Experimental studies on detection of longitudinal, L and T shaped cracks in Isotropic and Bi-material beams based on changes in natural frequency	2018	Mechanical Systems and Signal Processing	101		67	96		0	
	2	Nada Barakat and Deepak Sharma	Modeling and Bi-Objective Optimization of Soil Cutting and Pushing Process for Bulldozer and its Blade	2019	Journal of The Institution of Engineers (India): Series C	100	1	129	143		0	
	2	Deepak Sharma and Nada Barakat	Evolutionary Bi-Objective Optimization for Bulldozer and its Blade in Soil Cutting	2019	Journal of The Institution of Engineers (India): Series C	100	2	295	310		0	
	2	S. Sajith, K.S.R.K. Murthy and P.S. Robi	Prediction of accurate mixed mode fatigue crack growth curves using the Paris’ law.	2019	Journal of The Institution of Engineers (India): Series C.	100	1	165	174		0	
	2	V. Kulkarni, N. Sahoo and S. D. Chavan	Simulation of honeycomb-screen combinations for turbulence management in a subsonic wind tunnel	2011	Journal of Wind Engineering and Industrial Aerodynamics	99	1	37	45		5	
	2	B. N.Fetene, Vikash Kumar, Uday S.Dixit, Raghu Echempati	Numerical and experimental study on multi-pass laser bending of AH36 steel strip	2018	Optics & Laser Technology	99		291	300		0	
	2	N. Sahoo, V. Kulkarni and R. K. Peetala	Conjugate heat transfer study in hypersonic flows	2018	Journal of the Institution of Engineers (India): Series C	99	2	151	158		0	
	2	SS Singh, PK Baruah, A Khare, SN Joshi	Effect of laser beam conditioning on fabrication of clean micro-channel on stainless steel 316L using second harmonic of Q-switched Nd: YAG laser	2018	Optics and Laser Technology	99		107	117		0	
	2	Bipul Das, Sukhomay Pal, Swarup Bag	Monitoring of friction stir welding process using main spindle motor current	2018	Journal of The Institution of Engineers (India): Series C	99	6	711	716		0	
	2	B.N. Fetene, V. Kumar, U.S. Dixit and R. Echempati	Numerical and experimental study on multi-pass laser bending of AH36 steel strips	2018	Optics and Laser Technology	99		291	300		0	
	2	SS Singh, PK Baruah, A Khare, SN Joshi	Effect of laser beam conditioning on fabrication of clean micro-channel on stainless steel 316L using second harmonic of Q-switched Nd: YAG laser	2018	Optics and Laser Technology	99		107	117		0	
	2	N. Sahoo, V. Kulkarni and R. K. Peetala	Conjugate heat transfer study in hypersonic flows	2018	Journal of the Institution of Engineers (India): Series C	99	2	151	158		0	
	2	B.N. Fetene, V. Kumar, U.S. Dixit and R. Echempati	Numerical and experimental study on multi-pass laser bending of AH36 steel strips	2018	Optics and Laser Technology	99		291	300		0	
	2	Bipul Das, Sukhomay Pal, Swarup Bag	Monitoring of friction stir welding process using main spindle motor current	2018	Journal of The Institution of Engineers (India): Series C	99	6	711	716		0	
	2	Likhendra Prasad, Muthukumar P	Design and optimization of labscale sensible heat storage prototype for solar thermal power plant application	2013	Solar Energy	97	-	217	229		0	
	2	Muthukumar P, Manojkumar S Patil, Nithin Narmada R, Mohd Imran	Parametric Investigations on Compressor-Driven Metal Hydride Based Cooling System	2016	Applied Thermal Engineering,	97	2	87	99		0	
	2	M. P. Borthakur, G. Biswas, and D. Bandyopadhyay	Dynamics of deformation and pinch-off of a migrating compound droplet in a tube	2018	Physical Review E	97		043112-1	043112-9		0	
	2	Arnab Lahiri, Pranab K. Mondal	Evaluation of temperature history of a spherical nanosystem irradiated with various short-pulse laser sources	2018	Physical Review E	97	4	43302			0	
	2	Rajkumar Sarma, Pranab K. Mondal	Marangoni instability in a thin film heated from below: Effect of nonmonotonic dependence of surface tension on temperature	2018	Physical Review E	97	4	43105			0	
	2	Nath, B., Biswas, G., Dalal, A., and Sahu, K. C.	Cross-stream Migration of Drops Suspended in Poiseuille Flow in the Presence of an Electric Field	2018	Physical Review E	97		63106-1	63106-13		0	
	2	B. Nath, G. Biswas, A. Dalal, and K. C. Sahu	Cross-stream migration of drops suspended in Poiseuille flow in the presence of an electric field	2018	Physical Review E	97		063106-1	063106-13		0	
	2	M.K. Hussian and K.S.R.K. Murthy	A point substitution displacement technique for estimation of elastic notch stress intensities of sharp V-notched bodies	2018	Theoretical and Applied Fracture Mechanics	97		87	97		0	
	2	A. Lahiri, P. K. Mondal	Evaluation of temperature history of a spherical nanosystem irradiated with various short-pulse laser sources	2018	Physical Review E	97	4	43302			0	
	2	R. Sarma, P. K. Mondal	Marangoni instability in a thin film heated from below: Effect of nonmonotonic dependence of surface tension on temperature	2018	Physical Review E	97	4	043105-1	043105-13		0	
	2	Nath, B., Biswas, G., Dalal, A., and Sahu, K. C.	Cross-stream Migration of Drops Suspended in Poiseuille Flow in the Presence of an Electric Field	2018	Physical Review E	97		63106-1	63106-13		0	
	2	A. Lahiri, P. K. Mondal	Evaluation of temperature history of a spherical nanosystem irradiated with various short-pulse laser sources	2018	Physical Review E	97	4	43302			0	
	2	R. Sarma, P. K. Mondal	Marangoni instability in a thin film heated from below: Effect of nonmonotonic dependence of surface tension on temperature	2018	Physical Review E	97	4	043105-1	043105-13		0	
