page_ptr	id	path	depth	numchild	title	draft_title	slug	content_type	live	has_unpublished_changes	url_path	owner	seo_title	show_in_menus	search_description	go_live_at	expire_at	expired	locked	first_published_at	last_published_at	latest_revision_created_at	live_revision	document	name	abstract	pub_type	download_link	pub_issue	pub_year	pub_journal	pub_vol	page_start	page_end	citations	alt_people_text
2219	2219	000100010003000100S2	5	0	Lattice Boltzmann method applied to the solution of the energy equations of the transient conduction and radiation problems on non-uniform lattices	Lattice Boltzmann method applied to the solution of the energy equations of the transient conduction and radiation problems on non-uniform lattices	2008_2_lattice-boltzmann-method-applied-to-the-solution-of-the-energy-equations-of-the-transient-conduction-and-radiation-problems-on-non-uniform-lattices	18	1	0	/mech/research/publications/2008_2_lattice-boltzmann-method-applied-to-the-solution-of-the-energy-equations-of-the-transient-conduction-and-radiation-problems-on-non-uniform-lattices/			0				0	0						Lattice Boltzmann method applied to the solution of the energy equations of the transient conduction and radiation problems on non-uniform lattices		2		-	2008-01-01	International Journal of Heat and Mass Transfer	51	68	82	20	B. Mondal and S.C. Mishra
2220	2220	000100010003000100S3	5	0	Solidification of a 2-D semitransparent medium using the lattice Boltzmann method and the finite volume method	Solidification of a 2-D semitransparent medium using the lattice Boltzmann method and the finite volume method	2008_2_solidification-of-a-2-d-semitransparent-medium-using-the-lattice-boltzmann-method-and-the-finite-volume-method	18	1	0	/mech/research/publications/2008_2_solidification-of-a-2-d-semitransparent-medium-using-the-lattice-boltzmann-method-and-the-finite-volume-method/			0				0	0						Solidification of a 2-D semitransparent medium using the lattice Boltzmann method and the finite volume method		2		-	2008-01-01	International Journal of Heat and Mass Transfer	51	4447	4460	11	S.C. Mishra, N.C. Behera, A.K. Garg and A. Mishra
2221	2221	000100010003000100S4	5	0	Transient response of a planar participating medium subjected to a train of short-pulse radiation	Transient response of a planar participating medium subjected to a train of short-pulse radiation	2008_2_transient-response-of-a-planar-participating-medium-subjected-to-a-train-of-short-pulse-radiation	18	1	0	/mech/research/publications/2008_2_transient-response-of-a-planar-participating-medium-subjected-to-a-train-of-short-pulse-radiation/			0				0	0						Transient response of a planar participating medium subjected to a train of short-pulse radiation		2		-	2008-01-01	International Journal of Heat and Mass Transfer	51	2418	2432	14	R. Muthukumaran and S.C. Mishra
2222	2222	000100010003000100S5	5	0	Transport of a train of short-pulse radiation of step temporal profile through a 2-D participating medium	Transport of a train of short-pulse radiation of step temporal profile through a 2-D participating medium	2008_2_transport-of-a-train-of-short-pulse-radiation-of-step-temporal-profile-through-a-2-d-participating-medium	18	1	0	/mech/research/publications/2008_2_transport-of-a-train-of-short-pulse-radiation-of-step-temporal-profile-through-a-2-d-participating-medium/			0				0	0						Transport of a train of short-pulse radiation of step temporal profile through a 2-D participating medium		2		-	2008-01-01	International Journal of Heat and Mass Transfer	51	2282	2298	9	R. Muthukumaran and S.C. Mishra
2223	2223	000100010003000100S6	5	0	A setup planning methodology for prismatic parts considering fixturing aspects	A setup planning methodology for prismatic parts considering fixturing aspects	2010_2_a-setup-planning-methodology-for-prismatic-parts-considering-fixturing-aspects	18	1	0	/mech/research/publications/2010_2_a-setup-planning-methodology-for-prismatic-parts-considering-fixturing-aspects/			0				0	0						A setup planning methodology for prismatic parts considering fixturing aspects		2		9-12.	2010-01-01	International Journal of Advanced Manufacturing	51	1099	1109	2	M. Hazarika, U.S. Dixit and S. Deb
2224	2224	000100010003000100S7	5	0	Rheological Characterization of Styrene-Butadiene based medium and its Finishing Performance using Rotational Abrasive Flow Finishing Process	Rheological Characterization of Styrene-Butadiene based medium and its Finishing Performance using Rotational Abrasive Flow Finishing Process	2011_2_rheological-characterization-of-styrene-butadiene-based-medium-and-its-finishing-performance-using-rotational-abrasive-flow-finishing-process	18	1	0	/mech/research/publications/2011_2_rheological-characterization-of-styrene-butadiene-based-medium-and-its-finishing-performance-using-rotational-abrasive-flow-finishing-process/			0				0	0						Rheological Characterization of Styrene-Butadiene based medium and its Finishing Performance using Rotational Abrasive Flow Finishing Process		2		12	2011-01-01	International Journal of Machine tools and Manufacture	51	947	957	6	M. Ravi Sankar, V. K. Jain, J. Ramkumar, Y. M. Joshi
2225	2225	000100010003000100S8	5	0	Multi-fault Identification in Simple Rotor-Bearing-Coupling Systems based on Forced Response Measurements.	Multi-fault Identification in Simple Rotor-Bearing-Coupling Systems based on Forced Response Measurements.	2012_2_multi-fault-identification-in-simple-rotor-bearing-coupling-systems-based-on-forced-response-measurements	18	1	0	/mech/research/publications/2012_2_multi-fault-identification-in-simple-rotor-bearing-coupling-systems-based-on-forced-response-measurements/			0				0	0						Multi-fault Identification in Simple Rotor-Bearing-Coupling Systems based on Forced Response Measurements.		2		-	2012-01-01	Mechanism and Machine Theory	51	87	109	4	M. Lal and R. Tiwari
2226	2226	000100010003000100S9	5	0	Numerical study of dynamics of bubbles using lattice Boltzmann method	Numerical study of dynamics of bubbles using lattice Boltzmann method	2012_2_numerical-study-of-dynamics-of-bubbles-using-lattice-boltzmann-method	18	1	0	/mech/research/publications/2012_2_numerical-study-of-dynamics-of-bubbles-using-lattice-boltzmann-method/			0				0	0						Numerical study of dynamics of bubbles using lattice Boltzmann method		2		-	2012-01-01	Industrial & Engineering Chemistry Research	51	6364	6376	1	S. Ghosh, A.K. Das, A.A. Vaidya, S.C. Mishra and P.K. Das
2227	2227	000100010003000100SA	5	0	Uniform thermal conditions on 3-D object: Optimal power estimation of panel heaters in a 3-D radiant enclosure	Uniform thermal conditions on 3-D object: Optimal power estimation of panel heaters in a 3-D radiant enclosure	2012_2_uniform-thermal-conditions-on-3-d-object-optimal-power-estimation-of-panel-heaters-in-a-3-d-radiant-enclosure	18	1	0	/mech/research/publications/2012_2_uniform-thermal-conditions-on-3-d-object-optimal-power-estimation-of-panel-heaters-in-a-3-d-radiant-enclosure/			0				0	0						Uniform thermal conditions on 3-D object: Optimal power estimation of panel heaters in a 3-D radiant enclosure		2		1	2012-01-01	International Journal of Thermal Sciences	51	73	76	2	R. P. Chopade, S.C. Mishra, P. Mahanta, S. Maruyama, and A. Komiya
2228	2228	000100010003000100SB	5	0	Computational Study to Assess the Influence of Overlap Ratio on Static Torque Characteristics of a Vertical Axis Wind Turbine	Computational Study to Assess the Influence of Overlap Ratio on Static Torque Characteristics of a Vertical Axis Wind Turbine	2013_2_computational-study-to-assess-the-influence-of-overlap-ratio-on-static-torque-characteristics-of-a-vertical-axis-wind-turbine	18	1	0	/mech/research/publications/2013_2_computational-study-to-assess-the-influence-of-overlap-ratio-on-static-torque-characteristics-of-a-vertical-axis-wind-turbine/			0				0	0						Computational Study to Assess the Influence of Overlap Ratio on Static Torque Characteristics of a Vertical Axis Wind Turbine		2		-	2013-01-01	Procedia Engineering	51	694	702	0	Roy S, and Saha UK
2229	2229	000100010003000100SC	5	0	Abrasive wear performance of tungsten carbide based self-lubricant cutting tool material	Abrasive wear performance of tungsten carbide based self-lubricant cutting tool material	2015_2_abrasive-wear-performance-of-tungsten-carbide-based-self-lubricant-cutting-tool-material	18	1	0	/mech/research/publications/2015_2_abrasive-wear-performance-of-tungsten-carbide-based-self-lubricant-cutting-tool-material/			0				0	0						Abrasive wear performance of tungsten carbide based self-lubricant cutting tool material		2			2015-01-01	International Journal of Refractory Metals and Hard Materials	51	91	101	0	A. Muthuraja and S. Senthilvelan
2230	2230	000100010003000100SD	5	0	Suitability of frequency modulated thermal wave imaging for skin cancer detection - A theoretical prediction,	Suitability of frequency modulated thermal wave imaging for skin cancer detection - A theoretical prediction,	2015_2_suitability-of-frequency-modulated-thermal-wave-imaging-for-skin-cancer-detection-a-theoretical-prediction	18	1	0	/mech/research/publications/2015_2_suitability-of-frequency-modulated-thermal-wave-imaging-for-skin-cancer-detection-a-theoretical-prediction/			0				0	0						Suitability of frequency modulated thermal wave imaging for skin cancer detection - A theoretical prediction,		2			2015-01-01	Journal of Thermal Biology	51	65	82	0	A. Bhowmik, R. Repaka, R. Mulaveesala and S.C. Mishra
2231	2231	000100010003000100SE	5	0	Thermal assessment of ablation limit of subsurface tumor during focused ultrasound and laser heating,	Thermal assessment of ablation limit of subsurface tumor during focused ultrasound and laser heating,	2015_2_thermal-assessment-of-ablation-limit-of-subsurface-tumor-during-focused-ultrasound-and-laser-heating	18	1	0	/mech/research/publications/2015_2_thermal-assessment-of-ablation-limit-of-subsurface-tumor-during-focused-ultrasound-and-laser-heating/			0				0	0						Thermal assessment of ablation limit of subsurface tumor during focused ultrasound and laser heating,		2			2015-01-01	ASME Journal of Thermal Science and Engineering Applications	51	65	82	0	A. Bhowmik, R. Repaka, S.C. Mishra and K. Mitra
2232	2232	000100010003000100SF	5	0	Experimental assessment of residual stresses induced by the thermal autofrettage of thick-walled cylinders	Experimental assessment of residual stresses induced by the thermal autofrettage of thick-walled cylinders	2016_2_experimental-assessment-of-residual-stresses-induced-by-the-thermal-autofrettage-of-thick-walled-cylinders	18	1	0	/mech/research/publications/2016_2_experimental-assessment-of-residual-stresses-induced-by-the-thermal-autofrettage-of-thick-walled-cylinders/			0				0	0						Experimental assessment of residual stresses induced by the thermal autofrettage of thick-walled cylinders		2		2	2016-01-01	Journal of Strain Analysis for Engineering Design	51	144	160	0	S. M. Kamal, A.Ch. Borsaikia and U. S. Dixit
2233	2233	000100010003000100SG	5	0	Nano-finishing of bio-titanium alloy to generate different surface morphologies by changing Magnetorheological polishing fluid compositions	Nano-finishing of bio-titanium alloy to generate different surface morphologies by changing Magnetorheological polishing fluid compositions	2018_2_nano-finishing-of-bio-titanium-alloy-to-generate-different-surface-morphologies-by-changing-magnetorheological-polishing-fluid-compositions	18	1	0	/mech/research/publications/2018_2_nano-finishing-of-bio-titanium-alloy-to-generate-different-surface-morphologies-by-changing-magnetorheological-polishing-fluid-compositions/			0				0	0						Nano-finishing of bio-titanium alloy to generate different surface morphologies by changing Magnetorheological polishing fluid compositions		2			2018-01-01	Precision Engineering	51	145	152	0	Anwesa Barman, Manas Das
2234	2234	000100010003000100SH	5	0	Laminar conjugate mixed convection in a vertical channel with heat generating components	Laminar conjugate mixed convection in a vertical channel with heat generating components	2007_2_laminar-conjugate-mixed-convection-in-a-vertical-channel-with-heat-generating-components	18	1	0	/mech/research/publications/2007_2_laminar-conjugate-mixed-convection-in-a-vertical-channel-with-heat-generating-components/			0				0	0						Laminar conjugate mixed convection in a vertical channel with heat generating components		2		-	2007-01-01	International Journal of Heat and Mass Transfer	50	3561	3574	13	G. Madhusudhana, G.S.V.L. Narasimham
2235	2235	000100010003000100SI	5	0	A theoretical study on the application of asymmetric rolling for the estimation of friction	A theoretical study on the application of asymmetric rolling for the estimation of friction	2008_2_a-theoretical-study-on-the-application-of-asymmetric-rolling-for-the-estimation-of-friction	18	1	0	/mech/research/publications/2008_2_a-theoretical-study-on-the-application-of-asymmetric-rolling-for-the-estimation-of-friction/			0				0	0						A theoretical study on the application of asymmetric rolling for the estimation of friction		2		-	2008-01-01	International Journal of Mechanical Sciences	50	315	327	17	P.P. Gudur, M.A. Salunkhe and U.S. Dixit
2236	2236	000100010003000100SJ	5	0	Numerical investigation of coupled heat and mass transfer during desorption of hydrogen in metal hydride beds	Numerical investigation of coupled heat and mass transfer during desorption of hydrogen in metal hydride beds	2009_2_numerical-investigation-of-coupled-heat-and-mass-transfer-during-desorption-of-hydrogen-in-metal-hydride-beds	18	1	0	/mech/research/publications/2009_2_numerical-investigation-of-coupled-heat-and-mass-transfer-during-desorption-of-hydrogen-in-metal-hydride-beds/			0				0	0						Numerical investigation of coupled heat and mass transfer during desorption of hydrogen in metal hydride beds		2		1	2009-01-01	Energy Conversion and Management	50	69	75	7	Muthukumar P, Satheesh A, Madhavakrishna U, Dewan A
2237	2237	000100010003000100SK	5	0	Rotational abrasive flow finishing (R-AFF) process and its effects on finished surface topography	Rotational abrasive flow finishing (R-AFF) process and its effects on finished surface topography	2010_2_rotational-abrasive-flow-finishing-r-aff-process-and-its-effects-on-finished-surface-topography	18	1	0	/mech/research/publications/2010_2_rotational-abrasive-flow-finishing-r-aff-process-and-its-effects-on-finished-surface-topography/			0				0	0						Rotational abrasive flow finishing (R-AFF) process and its effects on finished surface topography		2		7	2010-01-01	International journal of machine tools and Manufacture	50	637	650	6	Mamilla Ravi Sankar, V.K. Jain and J. Ramkumar
2238	2238	000100010003000100SL	5	0	Some features of spray breakup in effervescent atomizers	Some features of spray breakup in effervescent atomizers	2011_2_some-features-of-spray-breakup-in-effervescent-atomizers	18	1	0	/mech/research/publications/2011_2_some-features-of-spray-breakup-in-effervescent-atomizers/			0				0	0						Some features of spray breakup in effervescent atomizers		2		2	2011-01-01	Experiments in Fluids	50	329	338	9	Hrishikesh P. Gadgil, B. N. Raghunandan
2239	2239	000100010003000100SM	5	0	Mechanical characterization and validation of poly (methyl methacrylate)/multi walled carbon nanotube composite for the polycentric knee joint	Mechanical characterization and validation of poly (methyl methacrylate)/multi walled carbon nanotube composite for the polycentric knee joint	2014_2_mechanical-characterization-and-validation-of-poly-methyl-methacrylatemulti-walled-carbon-nanotube-composite-for-the-polycentric-knee-joint	18	1	0	/mech/research/publications/2014_2_mechanical-characterization-and-validation-of-poly-methyl-methacrylatemulti-walled-carbon-nanotube-composite-for-the-polycentric-knee-joint/			0				0	0						Mechanical characterization and validation of poly (methyl methacrylate)/multi walled carbon nanotube composite for the polycentric knee joint		2			2014-01-01	Journal of the Mechanical Behavior of Biomedical Materials	50	33	42	0	S. Arun, S. Kanagaraj
2240	2240	000100010003000100SN	5	0	Formability of friction stir welded sheets made of AA 6061-T6 at different weld orientations and weld locations	Formability of friction stir welded sheets made of AA 6061-T6 at different weld orientations and weld locations	2015_2_formability-of-friction-stir-welded-sheets-made-of-aa-6061-t6-at-different-weld-orientations-and-weld-locations	18	1	0	/mech/research/publications/2015_2_formability-of-friction-stir-welded-sheets-made-of-aa-6061-t6-at-different-weld-orientations-and-weld-locations/			0				0	0						Formability of friction stir welded sheets made of AA 6061-T6 at different weld orientations and weld locations		2		2	2015-01-01	International Journal Materials and Product Technology	50	147	160	0	Perumalla Janaki Ramulu, Satish V. Kailas, R. Ganesh Narayanan
2241	2241	000100010003000100SO	5	0	A numerical study of natural convection around a square, horizontal, heated cylinder placed in an enclosure	A numerical study of natural convection around a square, horizontal, heated cylinder placed in an enclosure	2006_2_a-numerical-study-of-natural-convection-around-a-square-horizontal-heated-cylinder-placed-in-an-enclosure	18	1	0	/mech/research/publications/2006_2_a-numerical-study-of-natural-convection-around-a-square-horizontal-heated-cylinder-placed-in-an-enclosure/			0				0	0						A numerical study of natural convection around a square, horizontal, heated cylinder placed in an enclosure		2		23-24	2006-01-01	International Journal of Heat and Mass Transfer	49	4608	4623	53	A. K. De and A. Dalal
2242	2242	000100010003000100SP	5	0	Analysis of solidification of a semitransparent planar layer using the lattice Boltzmann method and the discrete transfer method	Analysis of solidification of a semitransparent planar layer using the lattice Boltzmann method and the discrete transfer method	2006_2_analysis-of-solidification-of-a-semitransparent-planar-layer-using-the-lattice-boltzmann-method-and-the-discrete-transfer-method	18	1	0	/mech/research/publications/2006_2_analysis-of-solidification-of-a-semitransparent-planar-layer-using-the-lattice-boltzmann-method-and-the-discrete-transfer-method/			0				0	0						Analysis of solidification of a semitransparent planar layer using the lattice Boltzmann method and the discrete transfer method		2		3	2006-01-01	Numerical Heat Transfer, Part A	49	279	299	34	R. Raj, A. Prasad, P.R. Parida and S.C. Mishra
2243	2243	000100010003000100SQ	5	0	Comparison of Volume-of- Fluid Methods for Computing Surface Tension-Dominant Two-Phase Flows	Comparison of Volume-of- Fluid Methods for Computing Surface Tension-Dominant Two-Phase Flows	2006_2_comparison-of-volume-of-fluid-methods-for-computing-surface-tension-dominant-two-phase-flows	18	1	0	/mech/research/publications/2006_2_comparison-of-volume-of-fluid-methods-for-computing-surface-tension-dominant-two-phase-flows/			0				0	0						Comparison of Volume-of- Fluid Methods for Computing Surface Tension-Dominant Two-Phase Flows		2		-	2006-01-01	International Journal of Heat and Mass Transfer	49	740	754	0	D. Gerlach, G. Tomar, G. Biswas, and F. Durst
2244	2244	000100010003000100SR	5	0	Computational Prediction of a slightly heated turbulent rectangular jet discharged into a narrow channel crossflow using two different turbulence models	Computational Prediction of a slightly heated turbulent rectangular jet discharged into a narrow channel crossflow using two different turbulence models	2006_2_computational-prediction-of-a-slightly-heated-turbulent-rectangular-jet-discharged-into-a-narrow-channel-crossflow-using-two-different-turbulence-models	18	1	0	/mech/research/publications/2006_2_computational-prediction-of-a-slightly-heated-turbulent-rectangular-jet-discharged-into-a-narrow-channel-crossflow-using-two-different-turbulence-models/			0				0	0						Computational Prediction of a slightly heated turbulent rectangular jet discharged into a narrow channel crossflow using two different turbulence models		2		-	2006-01-01	International Journal of Heat and Mass Transfer	49	3914	3928	6	M. Pathak, A. Dewan and A.K. Dass
2245	2245	000100010003000100SS	5	0	Development and comparison of the DTM, the DOM and the FVM formulations for the short-pulse laser transport through a participating medium	Development and comparison of the DTM, the DOM and the FVM formulations for the short-pulse laser transport through a participating medium	2006_2_development-and-comparison-of-the-dtm-the-dom-and-the-fvm-formulations-for-the-short-pulse-laser-transport-through-a-participating-medium	18	1	0	/mech/research/publications/2006_2_development-and-comparison-of-the-dtm-the-dom-and-the-fvm-formulations-for-the-short-pulse-laser-transport-through-a-participating-medium/			0				0	0						Development and comparison of the DTM, the DOM and the FVM formulations for the short-pulse laser transport through a participating medium		2		11-12.	2006-01-01	International Journal of Heat and Mass Transfer	49	1820	1832	40	S.C. Mishra, P. Chug, P. Kumar and K. Mitra
2246	2246	000100010003000100ST	5	0	Natural Convection in a Rectangular Cavity Heated from Below and Uniformly Cooled from the Top and Both Sides	Natural Convection in a Rectangular Cavity Heated from Below and Uniformly Cooled from the Top and Both Sides	2006_2_natural-convection-in-a-rectangular-cavity-heated-from-below-and-uniformly-cooled-from-the-top-and-both-sides	18	1	0	/mech/research/publications/2006_2_natural-convection-in-a-rectangular-cavity-heated-from-below-and-uniformly-cooled-from-the-top-and-both-sides/			0				0	0						Natural Convection in a Rectangular Cavity Heated from Below and Uniformly Cooled from the Top and Both Sides		2		3	2006-01-01	Numerical Heat Transfer: Part A	49	301	322	16	Dalal, A., and Das, M. K.
2247	2247	000100010003000100SU	5	0	The DOM approach to the collapsed dimension method for solving radiative transport problems with participating media	The DOM approach to the collapsed dimension method for solving radiative transport problems with participating media	2006_2_the-dom-approach-to-the-collapsed-dimension-method-for-solving-radiative-transport-problems-with-participating-media	18	1	0	/mech/research/publications/2006_2_the-dom-approach-to-the-collapsed-dimension-method-for-solving-radiative-transport-problems-with-participating-media/			0				0	0						The DOM approach to the collapsed dimension method for solving radiative transport problems with participating media		2		1-2.	2006-01-01	International Journal of Heat and Mass Transfer	49	30	41	7	S.C. Mishra, N. Kaur and H.K. Roy
2248	2248	000100010003000100SV	5	0	Thermal Hydraulics of the Spallation Target Module of an Accelerator Driven Sub-critical System: A Numerical Study	Thermal Hydraulics of the Spallation Target Module of an Accelerator Driven Sub-critical System: A Numerical Study	2006_2_thermal-hydraulics-of-the-spallation-target-module-of-an-accelerator-driven-sub-critical-system-a-numerical-study	18	1	0	/mech/research/publications/2006_2_thermal-hydraulics-of-the-spallation-target-module-of-an-accelerator-driven-sub-critical-system-a-numerical-study/			0				0	0						Thermal Hydraulics of the Spallation Target Module of an Accelerator Driven Sub-critical System: A Numerical Study		2		-	2006-01-01	International Journal of Heat and Mass Transfer	49	4633	4652	13	K. Arul Prakash, G. Biswas and B.V. Rathish Kumar
2249	2249	000100010003000100SW	5	0	Review of research on flow instabilities in natural circulation boiling systems	Review of research on flow instabilities in natural circulation boiling systems	2007_2_review-of-research-on-flow-instabilities-in-natural-circulation-boiling-systems	18	1	0	/mech/research/publications/2007_2_review-of-research-on-flow-instabilities-in-natural-circulation-boiling-systems/			0				0	0						Review of research on flow instabilities in natural circulation boiling systems		2		-	2007-01-01	Progress in Nuclear Energy	49	429	451	22	G.V. Durga Prasad, M. Pandey, M.S. Kalra
2250	2250	000100010003000100SX	5	0	Adaptive finite element analysis of mixed-mode crack problems with automatic mesh generator	Adaptive finite element analysis of mixed-mode crack problems with automatic mesh generator	2010_2_adaptive-finite-element-analysis-of-mixed-mode-crack-problems-with-automatic-mesh-generator	18	1	0	/mech/research/publications/2010_2_adaptive-finite-element-analysis-of-mixed-mode-crack-problems-with-automatic-mesh-generator/			0				0	0						Adaptive finite element analysis of mixed-mode crack problems with automatic mesh generator		2		-	2010-01-01	Journal for Numerical Methods in Engineering	49	1087	1100	10	K.S.R.K. Murthy and M. Mukhopadhyay
2251	2251	000100010003000100SY	5	0	Evaluation of fuel properties of butanol-biodiesel-diesel blends and their impact on engine performance and emissions	Evaluation of fuel properties of butanol-biodiesel-diesel blends and their impact on engine performance and emissions	2010_2_evaluation-of-fuel-properties-of-butanol-biodiesel-diesel-blends-and-their-impact-on-engine-performance-and-emissions	18	1	0	/mech/research/publications/2010_2_evaluation-of-fuel-properties-of-butanol-biodiesel-diesel-blends-and-their-impact-on-engine-performance-and-emissions/			0				0	0						Evaluation of fuel properties of butanol-biodiesel-diesel blends and their impact on engine performance and emissions		2		16	2010-01-01	Industrial and Engineering Chemistry Research	49	7660	7665	8	R.N.Mehta, M. Chakraborty, P. Mahanta, P.A. Parikh
2252	2252	000100010003000100SZ	5	0	Effect of H2:CO ratio in syngas on the performance of a dual fuel diesel engine operation	Effect of H2:CO ratio in syngas on the performance of a dual fuel diesel engine operation	2012_2_effect-of-h2co-ratio-in-syngas-on-the-performance-of-a-dual-fuel-diesel-engine-operation	18	1	0	/mech/research/publications/2012_2_effect-of-h2co-ratio-in-syngas-on-the-performance-of-a-dual-fuel-diesel-engine-operation/			0				0	0						Effect of H2:CO ratio in syngas on the performance of a dual fuel diesel engine operation		2		-	2012-01-01	Applied Thermal Engineering	49	131	146	0	B. B. Sahoo, N. Sahoo and U. K. Saha
2253	2253	000100010003000100T0	5	0	Numerical investigations on flow control over a blended wind body transonic aircraft	Numerical investigations on flow control over a blended wind body transonic aircraft	2012_2_numerical-investigations-on-flow-control-over-a-blended-wind-body-transonic-aircraft	18	1	0	/mech/research/publications/2012_2_numerical-investigations-on-flow-control-over-a-blended-wind-body-transonic-aircraft/			0				0	0						Numerical investigations on flow control over a blended wind body transonic aircraft		2		2	2012-01-01	Journal of Aircrafts	49	532	545	0	Sharma A., Ranavat V. S., Kulkarni V. N and Saha U. K.
2254	2254	000100010003000100T1	5	0	Numerical Investigations on Flow Control Over a Blended Wing Body Transonic Aircraft Using Synthetic Jet Actuator Arrays	Numerical Investigations on Flow Control Over a Blended Wing Body Transonic Aircraft Using Synthetic Jet Actuator Arrays	2012_2_numerical-investigations-on-flow-control-over-a-blended-wing-body-transonic-aircraft-using-synthetic-jet-actuator-arrays	18	1	0	/mech/research/publications/2012_2_numerical-investigations-on-flow-control-over-a-blended-wing-body-transonic-aircraft-using-synthetic-jet-actuator-arrays/			0				0	0						Numerical Investigations on Flow Control Over a Blended Wing Body Transonic Aircraft Using Synthetic Jet Actuator Arrays		2		2	2012-01-01	AIAA Journal of Aircraft	49	532	545	2	Sharma AS, Rawat VS, Kulkarni VN, and Saha UK
2255	2255	000100010003000100T2	5	0	Formability of adhesive bonded steel sheets with artificial finite adhesive defects	Formability of adhesive bonded steel sheets with artificial finite adhesive defects	2014_2_formability-of-adhesive-bonded-steel-sheets-with-artificial-finite-adhesive-defects	18	1	0	/mech/research/publications/2014_2_formability-of-adhesive-bonded-steel-sheets-with-artificial-finite-adhesive-defects/			0				0	0						Formability of adhesive bonded steel sheets with artificial finite adhesive defects		2		5	2014-01-01	Journal of Strain Analysis for Engineering Design	49	286	300	0	V. Satheeshkumar, R. Ganesh Narayanan
2256	2256	000100010003000100T3	5	0	Numerical Comparison of Thermalhydraulic Aspects of Supercritical Carbon Dioxide and Subcritical Water-based Natural Circulation Loop	Numerical Comparison of Thermalhydraulic Aspects of Supercritical Carbon Dioxide and Subcritical Water-based Natural Circulation Loop	2017_2_numerical-comparison-of-thermalhydraulic-aspects-of-supercritical-carbon-dioxide-and-subcritical-water-based-natural-circulation-loop	18	1	0	/mech/research/publications/2017_2_numerical-comparison-of-thermalhydraulic-aspects-of-supercritical-carbon-dioxide-and-subcritical-water-based-natural-circulation-loop/			0				0	0						Numerical Comparison of Thermalhydraulic Aspects of Supercritical Carbon Dioxide and Subcritical Water-based Natural Circulation Loop		2		1	2017-01-01	Nuclear Engineering and Technology	49	103	112	0	M.K.S. Sarkar, D.N. Basu
2257	2257	000100010003000100T4	5	0	A Cognitively Enhanced Collaborative Control Architecture for an Intelligent Wheelchair: Formalization, Implementation, and Evaluation	A Cognitively Enhanced Collaborative Control Architecture for an Intelligent Wheelchair: Formalization, Implementation, and Evaluation	2017_2_a-cognitively-enhanced-collaborative-control-architecture-for-an-intelligent-wheelchair-formalization-implementation-and-evaluation	18	1	0	/mech/research/publications/2017_2_a-cognitively-enhanced-collaborative-control-architecture-for-an-intelligent-wheelchair-formalization-implementation-and-evaluation/			0				0	0						A Cognitively Enhanced Collaborative Control Architecture for an Intelligent Wheelchair: Formalization, Implementation, and Evaluation		2			2017-01-01	Cognitive Systems Research	49	114	127	0	Sumant Pushp, Adity Saikia, Arif Khan and Shyamanta Hazarika
2258	2258	000100010003000100T5	5	0	A cognitively enhanced collaborative control architecture for an intelligent wheelchair: Formalization, implementation and evaluation	A cognitively enhanced collaborative control architecture for an intelligent wheelchair: Formalization, implementation and evaluation	2018_2_a-cognitively-enhanced-collaborative-control-architecture-for-an-intelligent-wheelchair-formalization-implementation-and-evaluation	18	1	0	/mech/research/publications/2018_2_a-cognitively-enhanced-collaborative-control-architecture-for-an-intelligent-wheelchair-formalization-implementation-and-evaluation/			0				0	0						A cognitively enhanced collaborative control architecture for an intelligent wheelchair: Formalization, implementation and evaluation		2			2018-01-01	Cognitive Systems Research	49	114	127	0	S Pushp, A Saikia, A Khan, SM Hazarika
2259	2259	000100010003000100T6	5	0	Application of the lattice Boltzmann method for solving the energy equation of a 2-D transient conduction-radiation problem	Application of the lattice Boltzmann method for solving the energy equation of a 2-D transient conduction-radiation problem	2005_2_application-of-the-lattice-boltzmann-method-for-solving-the-energy-equation-of-a-2-d-transient-conduction-radiation-problem	18	1	0	/mech/research/publications/2005_2_application-of-the-lattice-boltzmann-method-for-solving-the-energy-equation-of-a-2-d-transient-conduction-radiation-problem/			0				0	0						Application of the lattice Boltzmann method for solving the energy equation of a 2-D transient conduction-radiation problem		2		-	2005-01-01	International Journal of Heat and Mass Transfer	48	3648	3659	62	S.C. Mishra, A. Lankadasu and K. Beronov
2260	2260	000100010003000100T7	5	0	Laminar Natural Convection in an Inclined Complicated Cavity with Spatially Variable Wall Temperature	Laminar Natural Convection in an Inclined Complicated Cavity with Spatially Variable Wall Temperature	2005_2_laminar-natural-convection-in-an-inclined-complicated-cavity-with-spatially-variable-wall-temperature	18	1	0	/mech/research/publications/2005_2_laminar-natural-convection-in-an-inclined-complicated-cavity-with-spatially-variable-wall-temperature/			0				0	0						Laminar Natural Convection in an Inclined Complicated Cavity with Spatially Variable Wall Temperature		2		14	2005-01-01	International Journal of Heat and Mass Transfer	48	2986	3007	28	Dalal, A., and Das, M. K.
